Probe Set ID	Gene Title	Gene Symbol
1552897_a_at	"potassium voltage-gated channel, subfamily G, member 3"	KCNG3
1552898_a_at	"potassium voltage-gated channel, subfamily G, member 3"	KCNG3
1552899_at	hypothetical protein MGC34034	RP4-662A9.2
1552900_a_at	hypothetical protein MGC34034	RP4-662A9.2
1552902_a_at	forkhead box P2	FOXP2
1552903_at	"beta-1,4-N-acetyl-galactosaminyl transferase 2"	B4GALNT2
1552904_at	neuropilin (NRP) and tolloid (TLL)-like 1	NETO1
1552906_at	fragile X mental retardation 1 neighbor	FMR1NB
1552908_at	chromosome 1 open reading frame 150	C1orf150
1552910_at	sialic acid binding Ig-like lectin 11	SIGLEC11
1552911_at	sialic acid binding Ig-like lectin 11	SIGLEC11
1552912_a_at	interleukin 23 receptor	IL23R
1552913_at	"melanoma antigen family B, 18"	MAGEB18
1552914_a_at	CD276 molecule	CD276
1552915_at	"interleukin 28A (interferon, lambda 2)"	IL28A
1552917_at	"interleukin 29 (interferon, lambda 1)"	IL29
1552919_at	chromosome 4 open reading frame 36	C4orf36
1552921_a_at	fidgetin-like 1	FIGNL1
1552922_at	regulating synaptic membrane exocytosis 1	RIMS1
1552923_a_at	"phosphatidylinositol transfer protein, membrane-associated 2"	PITPNM2
1552924_a_at	"phosphatidylinositol transfer protein, membrane-associated 2"	PITPNM2
1552925_at	protocadherin 10	PCDH10
1552927_at	mitogen-activated protein kinase kinase kinase 7 interacting protein 3	MAP3K7IP3
1552928_s_at	mitogen-activated protein kinase kinase kinase 7 interacting protein 3	MAP3K7IP3
1552929_at	G protein-coupled receptor kinase 7	GRK7
1552930_at	membrane metallo-endopeptidase-like 1	MMEL1
1552931_a_at	phosphodiesterase 8A	PDE8A
1552932_at	"NLR family, pyrin domain containing 6"	NLRP6
1552933_at	chromosome 1 open reading frame 62	C1orf62
1552935_at	"zinc finger, CCHC domain containing 5"	ZCCHC5
1552937_s_at	ATR interacting protein	ATRIP
1552938_at	"Zic family member 5 (odd-paired homolog, Drosophila)"	ZIC5
1552939_at	angiopoietin 1	ANGPT1
1552940_at	transmembrane epididymal protein 1	TEDDM1
1552942_at	hypothetical protein FLJ30430	FLJ30430
1552943_at	"gamma-aminobutyric acid (GABA) A receptor, gamma 1"	GABRG1
1552944_a_at	pannexin 2	PANX2
1552946_at	zinc finger protein 114	ZNF114
1552947_x_at	zinc finger protein 114	ZNF114
1552948_at	coiled-coil domain containing 27	CCDC27
1552950_at	chromosome 15 open reading frame 26	C15orf26
1552952_at	"RNA binding motif protein, Y-linked, family 2, member F pseudogene"	RBMY2FP
1552953_a_at	neurogenic differentiation 2	NEUROD2
1552954_at	chromosome 5 open reading frame 17	C5orf17
1552955_at		
1552957_at	"dynein, axonemal, heavy chain 6"	DNAH6
1552960_at	leucine rich repeat containing 15	LRRC15
1552961_at		
1552964_at	chromosome 10 open reading frame 93	C10orf93
1552965_a_at	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7"	B3GNT7
1552967_at	zinc finger protein 645	ZNF645
1552969_a_at	"zinc finger, MYM-type 6"	ZMYM6
1552970_s_at	"zinc finger, MYM-type 6"	ZMYM6
1552971_at	sarcoglycan zeta	SGCZ
1552972_at		
1552973_at	"wingless-type MMTV integration site family, member 9B"	WNT9B
1552974_at		
1552975_x_at		
1552976_at		
1552977_a_at	canopy 3 homolog (zebrafish)	CNPY3
1552978_a_at	secretory carrier membrane protein 1	SCAMP1
1552979_at	chromosome 2 open reading frame 52	C2orf52
1552980_at	hyaluronan synthase 3	HAS3
1552982_a_at	fibroblast growth factor 4	FGF4
1552985_at	"solute carrier family 30 (zinc transporter), member 8"	SLC30A8
1552986_at	hypothetical protein BC008131	LOC142937
1552987_a_at	hypothetical locus MGC42157	MGC42157
1552988_at	chromosome 11 open reading frame 65	C11orf65
1552990_at	"family with sequence similarity 71, member E2 /// similar to hCG2008618"	FAM71E2 /// LOC100133695
1552991_at	"olfactory receptor, family 5, subfamily P, member 2"	OR5P2
1552993_at	DPY30 domain containing 1	DYDC1
1552995_at	interleukin 27	IL27
1552997_a_at	IQ motif containing F1	IQCF1
1552998_at	"defensin, beta 125"	DEFB125
1552999_a_at	WAP four-disulfide core domain 10B	WFDC10B
1553002_at	"defensin, beta 105A /// defensin, beta 105B"	DEFB105A /// DEFB105B
1553003_at	polycystic kidney and hepatic disease 1 (autosomal recessive)	PKHD1
1553004_at	polycystic kidney disease 1 like 1	PKD1L1
1553006_at	G protein-coupled receptor 112	GPR112
1553007_a_at	"odz, odd Oz/ten-m homolog 1(Drosophila)"	ODZ1
1553009_s_at	"REX1, RNA exonuclease 1 homolog (S. cerevisiae)-like 1"	REXO1L1
1553011_at	"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 210kDa-like"	TAF1L
1553013_at	contactin associated protein-like 5	CNTNAP5
1553015_a_at	RecQ protein-like 4	RECQL4
1553016_at	G protein-coupled receptor 113	GPR113
1553019_at	transmembrane channel-like 2	TMC2
1553020_at	"Smith-Magenis syndrome chromosome region, candidate 5 (non-protein coding)"	SMCR5
1553021_s_at	bicaudal D homolog 2 (Drosophila)	BICD2
1553022_at	"zinc finger, imprinted 3"	ZIM3
1553023_a_at	"NADPH oxidase, EF-hand calcium binding domain 5"	NOX5
1553024_at	protein LG30-like	G30
1553025_at	G protein-coupled receptor 126	GPR126
1553027_a_at	kelch-like 4 (Drosophila)	KLHL4
1553028_at	G protein-coupled receptor 156	GPR156
1553030_a_at	sulfite oxidase	SUOX
1553031_at	G protein-coupled receptor 115	GPR115
1553032_at	interleukin 31 receptor A	IL31RA
1553033_at	synaptotagmin-like 5	SYTL5
1553034_at	serologically defined colon cancer antigen 8	SDCCAG8
1553036_at	G protein-coupled receptor 111	GPR111
1553037_a_at	synapsin II	SYN2
1553039_a_at	ankyrin repeat and SOCS box-containing 10	ASB10
1553041_at	"5-hydroxytryptamine (serotonin) receptor 3, family member C"	HTR3C
1553042_a_at	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, delta"	NFKBID
1553043_a_at	CD300 molecule-like family member f	CD300LF
1553044_at	"gap junction protein, alpha 10, 62kDa"	GJA10
1553045_at	"wingless-type MMTV integration site family, member 9A"	WNT9A
1553046_s_at	galactose-3-O-sulfotransferase 2	GAL3ST2
1553047_at	"phosphatidylinositol-5-phosphate 4-kinase, type II, beta"	PIP4K2B
1553048_a_at	"phosphatidylinositol-5-phosphate 4-kinase, type II, beta"	PIP4K2B
1553051_s_at	outer dense fiber of sperm tails 3	ODF3
1553052_at	WAP four-disulfide core domain 13	WFDC13
1553053_at	chromosome 14 open reading frame 48	C14orf48
1553055_a_at	schlafen family member 5	SLFN5
1553057_at	"serpin peptidase inhibitor, clade B (ovalbumin), member 12"	SERPINB12
1553058_at	"GIPC PDZ domain containing family, member 3"	GIPC3
1553059_at	peptidoglycan recognition protein 3	PGLYRP3
1553060_at	protein serine kinase H2	PSKH2
1553061_at	"olfactory receptor, family 6, subfamily W, member 1 pseudogene"	OR6W1P
1553062_at	monoacylglycerol O-acyltransferase 1	MOGAT1
1553063_at	G protein-coupled receptor 78	GPR78
1553064_at	"H1 histone family, member O, oocyte-specific"	H1FOO
1553066_at	trace amine associated receptor 9	TAAR9
1553067_a_at	gonadotropin-releasing hormone (type 2) receptor 2	GNRHR2
1553069_at	chromosome 21 open reading frame 87	C21orf87
1553070_a_at	myozenin 3	MYOZ3
1553071_a_at	myozenin 3	MYOZ3
1553072_at	BCL2/adenovirus E1B 19kD interacting protein like	BNIPL
1553074_at	ankyrin repeat and SOCS box-containing 11	ASB11
1553075_a_at	orofacial cleft 1 candidate 1	OFCC1
1553076_at	orofacial cleft 1 candidate 1	OFCC1
1553077_at	"short chain dehydrogenase/reductase family 9C, member 7"	SDR9C7
1553078_at	"olfactory receptor, family 5, subfamily P, member 3"	OR5P3
1553079_at	tripartite motif-containing 40	TRIM40
1553080_at	casein alpha s2-like A	CSN1S2A
1553081_at	WAP four-disulfide core domain 12	WFDC12
1553082_at	"crystallin, gamma N"	CRYGN
1553083_at		
1553084_at	StAR-related lipid transfer (START) domain containing 6	STARD6
1553086_at	chromosome 11 open reading frame 40	C11orf40
1553087_at	chromosome 18 open reading frame 12	C18orf12
1553088_a_at	BCL2-like 11 (apoptosis facilitator)	BCL2L11
1553089_a_at	WAP four-disulfide core domain 2	WFDC2
1553093_a_at	"defensin, beta 119"	DEFB119
1553094_at	tachykinin 4 (hemokinin)	TAC4
1553096_s_at	BCL2-like 11 (apoptosis facilitator)	BCL2L11
1553099_at	tigger transposable element derived 1	TIGD1
1553101_a_at	"alkB, alkylation repair homolog 5 (E. coli)"	ALKBH5
1553102_a_at	coiled-coil domain containing 69	CCDC69
1553103_at	"nuclear transcription factor, X-box binding 1"	NFX1
1553105_s_at	desmoglein 2	DSG2
1553106_at	chromosome 5 open reading frame 24	C5orf24
1553107_s_at	chromosome 5 open reading frame 24	C5orf24
1553108_at	chromosome 5 open reading frame 24	C5orf24
1553111_a_at	kelch repeat and BTB (POZ) domain containing 6	KBTBD6
1553112_s_at	cyclin-dependent kinase 8	CDK8
1553113_s_at	cyclin-dependent kinase 8	CDK8
1553114_a_at	PTK6 protein tyrosine kinase 6	PTK6
1553115_at	naked cuticle homolog 1 (Drosophila)	NKD1
1553117_a_at	serine/threonine kinase 38	STK38
1553118_at	thioesterase superfamily member 4	THEM4
1553120_at	claspin homolog (Xenopus laevis)	CLSPN
1553122_s_at	RB-associated KRAB zinc finger	RBAK
1553123_at	WD repeat domain 62	WDR62
1553125_x_at	WD repeat domain 62	WDR62
1553126_a_at	"solute carrier family 39 (zinc transporter), member 12"	SLC39A12
1553127_a_at	ring finger protein 168	RNF168
1553129_at	"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"	SVEP1
1553130_at	hypothetical LOC652276	PRO0461
1553131_a_at	GATA binding protein 4	GATA4
1553132_a_at	"tandem C2 domains, nuclear"	TC2N
1553133_at	chromosome 9 open reading frame 72	C9orf72
1553134_s_at	chromosome 9 open reading frame 72	C9orf72
1553136_at	potassium channel tetramerisation domain containing 18	KCTD18
1553137_s_at	Kruppel-like factor 11	KLF11
1553138_a_at	ankyrin repeat and LEM domain containing 1	ANKLE1
1553139_s_at	plexin A3	PLXNA3
1553140_at	pelota homolog (Drosophila)	PELO
1553141_at	chromosome 13 open reading frame 31	C13orf31
1553142_at	chromosome 13 open reading frame 31	C13orf31
1553145_at	hypothetical FLJ39653	FLJ39653
1553146_at	chromosome 3 open reading frame 30	C3orf30
1553147_at	RAN binding protein 3-like	RANBP3L
1553148_a_at	sorting nexin 13	SNX13
1553150_at	amine oxidase (flavin containing) domain 1	AOF1
1553151_at	"ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d2"	ATP6V0D2
1553153_at	"ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d2"	ATP6V0D2
1553155_x_at	"ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d2"	ATP6V0D2
1553156_at	LIM homeobox 4	LHX4
1553157_at	LIM homeobox 4	LHX4
1553158_at	chromosome 3 open reading frame 34	C3orf34
1553159_at	"dynein, axonemal, heavy chain 11"	DNAH11
1553162_x_at	chromosome 19 open reading frame 55	C19orf55
1553163_at	ADP-ribosylhydrolase like 1	ADPRHL1
1553165_at	AP1 gamma subunit binding protein 1	AP1GBP1
1553166_at	cadherin-like 24	CDH24
1553167_a_at	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase	SEPSECS
1553168_at	"glutamate receptor, ionotropic, kainate 5"	GRIK5
1553169_at	leucine rich repeat neuronal 4	LRRN4
1553171_x_at	leucine rich repeat neuronal 4	LRRN4
1553172_at	zinc finger protein 777	ZNF777
1553174_at	junctophilin 2	JPH2
1553175_s_at	"phosphodiesterase 5A, cGMP-specific"	PDE5A
1553176_at	SH2 domain containing 1B	SH2D1B
1553177_at	SH2 domain containing 1B	SH2D1B
1553178_a_at	somatostatin receptor 3	SSTR3
1553179_at	"ADAM metallopeptidase with thrombospondin type 1 motif, 19"	ADAMTS19
1553180_at	"ADAM metallopeptidase with thrombospondin type 1 motif, 19"	ADAMTS19
1553181_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 31	DDX31
1553183_at	uromodulin-like 1	UMODL1
1553185_at	RAS and EF-hand domain containing	RASEF
1553186_x_at	RAS and EF-hand domain containing	RASEF
1553188_s_at	par-3 partitioning defective 3 homolog B (C. elegans)	PARD3B
1553190_s_at	par-3 partitioning defective 3 homolog B (C. elegans)	PARD3B
1553191_at	dystonin	DST
1553192_at	zinc finger protein 441	ZNF441
1553193_at	zinc finger protein 441	ZNF441
1553194_at	neuronal growth regulator 1	NEGR1
1553196_a_at	Fc receptor-like 3	FCRL3
1553197_at	WD repeat domain 21C	WDR21C
1553199_at	WD repeat domain 21C	WDR21C
1553202_at	storkhead box 1	STOX1
1553204_at	chromosome 20 open reading frame 200	C20orf200
1553205_at	Chromosome 20 open reading frame 200	C20orf200
1553207_at	ADP-ribosylation factor-like 10	ARL10
1553208_s_at		
1553209_at	"ring finger protein, transmembrane 2"	RNFT2
1553211_at	ankyrin-repeat and fibronectin type III domain containing 1	ANKFN1
1553212_at	keratin 78	KRT78
1553213_a_at	keratin 78	KRT78
1553214_a_at	coiled-coil domain containing 7	CCDC7
1553215_s_at	coiled-coil domain containing 7	CCDC7
1553216_at	zinc finger protein 41	ZNF41
1553217_s_at	zinc finger protein 41	ZNF41
1553218_a_at	zinc finger protein 512	ZNF512
1553219_a_at	"Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1"	AMMECR1
1553220_at	"family with sequence similarity 117, member B"	FAM117B
1553221_at	zinc finger protein 583	ZNF583
1553222_at	oxoeicosanoid (OXE) receptor 1	OXER1
1553224_at	leucine zipper protein 1	LUZP1
1553225_s_at	zinc finger protein 75D	ZNF75D
1553226_at	non-protein coding RNA 52	NCRNA00052
1553227_s_at	bromodomain and WD repeat domain containing 1	BRWD1
1553228_at	coiled-coil domain containing 89	CCDC89
1553229_at	zinc finger protein 572	ZNF572
1553232_at	"family with sequence similarity 82, member A1"	FAM82A1
1553234_at	"ADAM metallopeptidase with thrombospondin type 1 motif, 18"	ADAMTS18
1553235_at	"protocadherin alpha subfamily C, 1"	PCDHAC1
1553237_x_at	"protocadherin alpha subfamily C, 1"	PCDHAC1
1553238_a_at	homeodomain interacting protein kinase 4	HIPK4
1553239_at	family with sequence similarity 124A	FAM124A
1553241_at	Na+/K+ transporting ATPase interacting 3	NKAIN3
1553243_at	inter-alpha (globulin) inhibitor H5	ITIH5
1553244_at	"Fanconi anemia, complementation group B"	FANCB
1553246_a_at	protein kinase-like protein SgK196	SGK196
1553247_a_at	zinc finger protein 709	ZNF709
1553248_at	coiled-coil domain containing 57	CCDC57
1553249_at	structural maintenance of chromosomes 1B	SMC1B
1553252_a_at	bromodomain and WD repeat domain containing 3	BRWD3
1553253_at	ankyrin repeat and SOCS box-containing 16	ASB16
1553254_at	"melanoma antigen family E, 2"	MAGEE2
1553255_at	hypothetical LOC147664	HERV-V1
1553257_at	galactose-3-O-sulfotransferase 3	GAL3ST3
1553258_at	hypothetical protein FLJ30679	FLJ30679
1553260_s_at	"amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 11"	ALS2CR11
1553261_x_at	"amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 11"	ALS2CR11
1553262_a_at	urotensin 2 receptor	UTS2R
1553263_at	Usher syndrome 1G (autosomal recessive)	USH1G
1553264_a_at	synapsin I	SYN1
1553265_at	"solute carrier family 23 (nucleobase transporters), member 3"	SLC23A3
1553266_at	"CCR4-NOT transcription complex, subunit 6-like"	CNOT6L
1553267_a_at	"CCR4-NOT transcription complex, subunit 6-like"	CNOT6L
1553268_at	"rhomboid, veinlet-like 3 (Drosophila)"	RHBDL3
1553269_at	zinc finger protein 718	ZNF718
1553271_at	DIP2 disco-interacting protein 2 homolog B (Drosophila)	DIP2B
1553272_at	"solute carrier family 36 (proton/amino acid symporter), member 1"	SLC36A1
1553274_a_at	small nuclear ribonucleoprotein 48kDa (U11/U12)	SNRNP48
1553275_s_at		
1553276_at	zinc finger protein 560	ZNF560
1553277_at	rotatin	RTTN
1553279_at	butyrophilin-like 9	BTNL9
1553280_at	pseudouridylate synthase 10	PUS10
1553281_at	"phosphatidylinositol-specific phospholipase C, X domain containing 2"	PLCXD2
1553282_at	chromosome 21 open reading frame 128	C21orf128
1553284_s_at	leishmanolysin-like (metallopeptidase M8 family)	LMLN
1553285_s_at	RAD9 homolog B (S. pombe)	RAD9B
1553286_at	zinc finger protein 555	ZNF555
1553288_a_at	chromosome 7 open reading frame 51	C7orf51
1553292_s_at	uncharacterized serine/threonine-protein kinase SgK494	FLJ25006
1553293_at	"MAS-related GPR, member X3"	MRGPRX3
1553295_at	"ATP-binding cassette, sub-family A (ABC1), member 13"	ABCA13
1553296_at	G protein-coupled receptor 128	GPR128
1553297_a_at	colony stimulating factor 3 receptor (granulocyte)	CSF3R
1553298_at	chromosome 17 open reading frame 77	C17orf77
1553299_at	dual specificity phosphatase 5 pseudogene	DUSP5P
1553300_a_at	"diacylglycerol kinase, eta"	DGKH
1553301_a_at	transmembrane protein 182	TMEM182
1553303_at	chromosome 16 open reading frame 46	C16orf46
1553304_at	"LSM14B, SCD6 homolog B (S. cerevisiae)"	LSM14B
1553306_at	"caspase 8, apoptosis-related cysteine peptidase"	CASP8
1553310_at		
1553311_at	chromosome 20 open reading frame 197	C20orf197
1553313_s_at	"solute carrier family 5 (sodium/myo-inositol cotransporter), member 3"	SLC5A3
1553314_a_at	kinesin family member 19	KIF19
1553315_at	schlafen-like 1	SLFNL1
1553316_at	G protein-coupled receptor 82	GPR82
1553317_s_at	G protein-coupled receptor 82	GPR82
1553318_at	RIB43A domain with coiled-coils 1	RIBC1
1553319_at	oxoglutarate (alpha-ketoglutarate) receptor 1	OXGR1
1553320_s_at	CDC14 cell division cycle 14 homolog B (S. cerevisiae) /// CDC14 cell division cycle 14 homolog C (S. cerevisiae) /// hypothetical LOC100131447	CDC14B /// CDC14C /// LOC100131447
1553321_a_at	"sulfotransferase family, cytosolic, 1C, member 4"	SULT1C4
1553322_s_at	TEA domain family member 1 (SV40 transcriptional enhancer factor)	TEAD1
1553323_a_at	"cation channel, sperm associated 2"	CATSPER2
1553325_at	"POU domain class 5, transcription factor 2"	POU5F2
1553326_at	relaxin/insulin-like family peptide receptor 2	RXFP2
1553327_a_at	BEN domain containing 7	BEND7
1553328_a_at	"solute carrier family 18 (vesicular monoamine), member 2"	SLC18A2
1553329_at	chromosome 7 open reading frame 45	C7orf45
1553330_at	chromosome 7 open reading frame 45	C7orf45
1553333_at	chromosome 1 open reading frame 161	C1orf161
1553335_x_at	hypothetical LOC285696	LOC285696
1553336_a_at	"mesoderm induction early response 1, family member 3"	MIER3
1553338_at	chromosome 1 open reading frame 55	C1orf55
1553340_s_at	acyl-malonyl condensing enzyme 1 /// acyl-malonyl condensing enzyme 1-like 2	AMAC1 /// AMAC1L2
1553341_at	urocanase domain containing 1	UROC1
1553344_at	protocadherin 15	PCDH15
1553346_a_at	trinucleotide repeat containing 6A	TNRC6A
1553347_s_at	"potassium voltage-gated channel, shaker-related subfamily, member 6"	KCNA6
1553348_a_at	"nuclear transcription factor, X-box binding 1"	NFX1
1553349_at	"AT rich interactive domain 2 (ARID, RFX-like)"	ARID2
1553350_at	family with sequence similarity 123C	FAM123C
1553351_at	OTU domain containing 7A	OTUD7A
1553352_x_at	"endogenous retroviral family W, env(C7), member 1"	ERVWE1
1553354_a_at	hypothetical LOC143153	FLJ31958
1553355_at		
1553356_at		
1553357_at	hypothetical LOC158696	LOC158696
1553359_at	F-box and leucine-rich repeat protein 18	FBXL18
1553361_x_at	F-box and leucine-rich repeat protein 18	FBXL18
1553362_at	"dynein, axonemal, heavy chain 6"	DNAH6
1553363_at	chromosome 6 open reading frame 195	C6orf195
1553364_at	patatin-like phospholipase domain containing 1	PNPLA1
