Probe Set ID	Target Description	Gene Title	Gene Symbol	Gene Ontology Biological Process	Gene Ontology Cellular Component	Gene Ontology Molecular Function
Contig24933_at	BEST BLASTX NR: 11/04/02 NP_201408.1  2e-17 (NM_126005) putative protein; protein id: At5g66070.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig24936_at	"BEST BLASTX NR: 10/31/02 NP_568164.1  0.001 putative protein; protein id: At5g06230.1, supported by cDNA: gi_13605530 [Arabidopsis thaliana]"	---	---	---	---	---
Contig2493_s_at	"BEST BLASTX NR: 11/04/02 T06226       e-102 probable beta-fructofuranosidase (EC 3.2.1.26), vacuolar - wheat (fragment)"	---	---	---	---	---
Contig24940_at	BEST BLASTX NR: 11/04/02 T03245       4e-20 G-box binding factor 2B - rice gb|AAC49558.1| (U04297) DNA-binding factor of bZIP class [Oryza sativa (japonica	---	---	---	---	---
Contig24943_at	BEST BLASTX NR: 10/13/02 NP_199236.1  3e-44 (NM_123790) selenium-binding protein-like; protein id: At5g44230.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig24944_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24947_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24949_at	BEST BLASTX NR: 11/07/02 NP_193101.1  1e-39 (NM_117439) putative protein; protein id: At4g13650.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig24950_at	BEST BLASTX NR: 11/06/02 Q06846       .005 Rabphilin-3A pir||A48097 rabphilin-3A - bovine	---	---	---	---	---
Contig24951_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24952_at	BEST BLASTX NR: 11/04/02 NP_594003.1  1e-63 (NC_003424) 40s ribosomal protein s11. [Schizosaccharomyces pombe] ref|NP_594672.1| (NC_003424) 40s ribosomal protein s11-2 [Schizosaccharom	---	---	---	---	---
Contig24957_at	BEST BLASTX NR: 10/29/02 Q40374       1e-37 Pathogenesis-related protein PR-1 precursor pir||S47171 gene PR-1 protein - barrel medic	---	---	---	---	---
Contig2495_s_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24962_at	BEST BLASTX NR: 11/07/02 BAB63752.1   3e-25 (AP003504) calcineurin B-like protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24966_at	"BEST BLASTX NR: 11/07/02 XP_125745.1  2e-52 (XM_125745) RIKEN cDNA 2310015C21 [Mus musculus] dbj|BAB26235.1| (AK009352) data source:SPTR, source key:Q9PUC3,"	---	---	---	---	---
Contig24969_at	"BEST BLASTX NR: 11/07/02 BAC15921.1   1e-25 hypothetical protein~similar to Oryza sativa chromosome 10, OSJNBa0042H09.20 [Oryza sativa (japonica"	---	---	---	---	---
Contig2496_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24970_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24971_at	BEST BLASTX NR: 11/08/02 BAB92922.1   2e-22 (AP004366) hypothetical protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24975_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24976_at	BEST BLASTX NR: 11/08/02 NP_196688.1  3e-42 (NM_121165) putative protein; protein id: At5g11270.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig24979_at	BEST BLASTX NR: 10/13/02 BAB85389.1   5e-46 (AP003924) similar to zinc protease PQQL [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24980_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24981_at	"BEST BLASTX NR: 11/07/02 NP_188402.1  7e-25 protein kinase, putative; protein id: At3g17750.1, supported by cDNA: gi_19699070 [Arabidopsis thaliana]"	---	---	---	---	---
Contig24993_at	BEST BLASTX NR: 11/07/02 JC7330       2e-53 acidic pathogenesis-related protein 1a precursor - rice emb|CAC03571.1| (AJ278436) PR1a protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24995_at	BEST BLASTX NR: 11/07/02 NP_179531.1  2e-38 (NM_127499) putative protein kinase; protein id: At2g19410.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig24996_at	BEST BLASTX NR: 11/06/02 BAB89958.1   3e-18 (AP003313) putative RecA protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig24999_at	BEST BLASTX NR: 10/02/02 CAC85287.1   8e-28 (AJ314569) uroporphyrinogen III synthase [Arabidopsis thaliana]	---	---	---	---	---
Contig2499_s_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig24_at	BEST BLASTX NR: 10/13/02 Q03033       e-134 ELONGATION FACTOR 1-ALPHA (EF-1-ALPHA) pir||JC1454 translation elongation factor eEF-1 alpha chain - wheat	---	---	---	---	---
Contig25002_at	BEST BLASTX NR: 11/04/02 BAB64195.1   2e-13 (AP003266) putative ethylene-forming enzyme [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig25003_at	BEST BLASTX NR: 11/06/02 NP_013437.1  1e-14 (NC_001144) Homology to rat S25; belongs to the S25E family of ribosomal proteins; Rps25bp [Saccharomyces cerevisiae]	---	---	---	---	---
Contig25005_at	BEST BLASTX NR: 11/07/02 BAB39873.1   2e-21 putative protein kinase [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig25007_at	"BEST BLASTX NR: 11/08/02 NP_565196.1  3e-11 Expressed protein; protein id: At1g78995.1, supported by cDNA: 2681. [Arabidopsis thaliana]"	---	---	---	---	---
Contig25009_at	BEST BLASTX NR: 01/29/03 BAB09436.1   2e-36 gene_id:K24G6.16~unknown protein [Arabidopsis thaliana]	---	---	---	---	---
Contig2500_at	BEST BLASTX NR: 11/06/02 BAB07974.1   1e-42 P0406H10.4 [Oryza sativa (japonica cultivar-group)] dbj|BAB63471.1| P0509B06.6 [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig25010_at	BEST BLASTX NR: 11/07/02 AAM94926.1   2e-21 (AC091122) putative DNA mismatch repair protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig25015_at	BEST BLASTX NR: 10/27/02 NP_680449.1  2e-08 (NM_148144) expressed protein; protein id: At5g57123.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig25019_at	BEST BLASTX NR: 11/06/02 AAD50430.1   e-101 (AF166121) Cf2/Cf5 disease resistance protein homolog [Hordeum vulgare] [Hordeum vulgare subsp. vulgare]	---	---	---	---	---
Contig2501_at	BEST BLASTX NR: 11/06/02 AAD32147.1   5e-58 Nt-iaa4.1 deduced protein [Nicotiana tabacum]	---	---	---	---	---
Contig25020_at	BEST BLASTX NR: 01/29/03 CAC39033.1   9e-36 PREG-like protein [Oryza sativa]	---	---	---	---	---
Contig25024_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig25027_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig25028_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig25029_at	BEST BLASTX NR: 11/06/02 BAB90661.1   2e-16 (AP004223) hypothetical protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig2502_at	BEST BLASTX NR: 11/08/02 CAC80823.1   4e-06 putative IAA1 protein [Oryza sativa (indica cultivar-group)]	---	---	---	---	---
Contig25030_s_at	"BEST BLASTX NR: 10/02/02 NP_201047.1  6e-65 (NM_125635) chromosomal protein - like; protein id: At5g62410.1, supported by cDNA: gi_12382275, supported by cDNA:"	---	---	---	---	---
Contig25034_at	BEST BLASTX NR: 10/13/02 AAK52557.1   7e-13 Putative calmodulin-like protein [Oryza sativa]	---	---	---	---	---
Contig25039_at	BEST BLASTX NR: 10/02/02 BAB39252.1   2e-21 putative cytochrome P450 [Oryza sativa (japonica cultivar-group)] dbj|BAB61166.1| putative cytochrome P450 [Oryza sativa (japonica cultivar-	---	---	---	---	---
Contig2503_at	BEST BLASTX NR: 10/27/02 AAD32146.1   4e-65 Nt-iaa28 deduced protein [Nicotiana tabacum]	---	---	---	---	---
Contig2503_s_at	BEST BLASTX NR: 10/27/02 AAD32146.1   4e-65 Nt-iaa28 deduced protein [Nicotiana tabacum]	---	---	---	---	---
Contig25041_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig25049_at	BEST BLASTX NR: 11/07/02 AAL87154.1   2e-35 (AF480496) putative SET-domain transcriptional regulator [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig2504_at	BEST BLASTX NR: 11/06/02 CAC80823.1   7e-63 putative IAA1 protein [Oryza sativa (indica cultivar-group)]	---	---	---	---	---
Contig25050_at	BEST BLASTX NR: 10/13/02 BAA95697.1   1e-11 (AB034956) thionin like protein [Nicotiana tabacum]	---	---	---	---	---
Contig25055_at	BEST BLASTX NR: 11/08/02 AAN40022.1   8e-51 putative cytidine deaminase [Zea mays]	---	---	---	---	---
Contig2505_at	"BEST BLASTX NR: 11/06/02 NP_565854.1  5e-42 (NM_129249) expressed protein; protein id: At2g36930.1, supported by cDNA: gi_15027948, supported by cDNA: gi_20259184"	---	---	---	---	---
Contig25063_at	"BEST BLASTX NR: 11/08/02 NP_567117.1  6e-34 putative protein; protein id: At3g61770.1, supported by cDNA: 29280., supported by cDNA: gi_19347770 [Arabidopsis"	---	---	---	---	---
Contig25064_at	BEST BLASTX NR: 10/29/02 AAF99728.1   1e-08 (AC004557) F17L21.8 [Arabidopsis thaliana]	---	---	---	---	---
Contig25065_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig25066_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig2506_s_at	BEST BLASTX NR: 10/29/02 T02030       e-124 GDP dissociation inhibitor protein - rice gb|AAB69870.1| GDP dissociation inhibitor protein OsGDI1 [Oryza sativa]	---	---	---	---	---
Contig25074_at	"BEST BLASTX NR: 11/07/02 NP_193086.1  8e-19 putative protein; protein id: At4g13500.1, supported by cDNA: 98073. [Arabidopsis thaliana]"	---	---	---	---	---
Contig25076_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig25079_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig2507_at	BEST BLASTX NR: 10/27/02 T02030       e-132 GDP dissociation inhibitor protein - rice gb|AAB69870.1| GDP dissociation inhibitor protein OsGDI1 [Oryza sativa]	---	---	---	---	---
Contig25082_at	BEST BLASTX NR: 11/07/02 CAC09355.1   3e-63 (AL442007) putative protein [Oryza sativa (indica cultivar-group)]	---	---	---	---	---
Contig25086_at	BEST BLASTX NR: 11/04/02 AAM12480.1   3e-37 (AC074232) cytochrome P450-like protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig25088_at	BEST BLASTX NR: 10/31/02 NP_198470.1  4e-87 acyl-peptide hydrolase-like; protein id: At5g36210.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig25090_at	BEST BLASTX NR: 11/06/02 AAL65396.1   1e-71 putative aminotransferase [Oryza sativa]	---	---	---	---	---
Contig25096_at	BEST BLASTX NR: 11/08/02 O35601       .052 FYN-binding protein (FYN-T-binding protein) (FYB-120/130) (p120/p130) (SLP-76 associated phosphoprotein)	---	---	---	---	---
Contig25098_at	BEST BLASTX NR: 11/06/02 AAM23236.1   .003 (AC092553) Unknown protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig250_at	BEST BLASTX NR: 10/27/02 HSWT41       2e-48 histone H4 (TH091) - wheat gb|AAA34292.1| histone H4	---	---	---	---	---
Contig25102_at	"BEST BLASTX NR: 11/07/02 NP_192822.1  9e-33 putative protein; protein id: At4g10840.1, supported by cDNA: 2538., supported by cDNA: gi_18176147, supported by"	---	---	---	---	---
Contig25106_at	"BEST BLASTX NR: 11/04/02 BAB67881.1   2e-32 (AP003231) hypothetical protein~similar to Arabidopsis thaliana chromosome 3, T22E16.10 [Oryza sativa (japonica"	---	---	---	---	---
Contig25107_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig25108_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig2510_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig25112_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig25113_at	BEST BLASTX NR: 11/07/02 CAD40919.1   2e-05 OSJNBa0088K19.10 [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig25118_at	BEST BLASTX NR: 10/26/02 AAC64881.1   1e-20 (AC005388) Similar to hypothetical protein T1D16.16 gi|3075397 from A. thaliana BAC gb|AC004484. [Arabidopsis thaliana]	---	---	---	---	---
Contig25121_at	BEST BLASTX NR: 10/27/02 AAL79693.1   2e-29 (AC087599) hypothetical protein [Oryza sativa]	---	---	---	---	---
Contig25131_at	"BEST BLASTX NR: 11/06/02 NP_568287.1  3e-08 putative protein; protein id: At5g13220.1, supported by cDNA: gi_15912332, supported by cDNA: gi_19548008 [Arabidopsis"	---	---	---	---	---
Contig25133_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig25138_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig25140_at	BEST BLASTX NR: 11/07/02 AAK83858.1   2e-54 (AF395587) ribosomal protein L18 [Spodoptera frugiperda]	---	---	---	---	---
Contig25141_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig25146_s_at	BEST BLASTX NR: 11/06/02 AAM90697.1   2e-34 (AF403129) S-locus receptor-like kinase RLK10 [Oryza sativa]	---	---	---	---	---
Contig25150_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig25153_at	"BEST BLASTX NR: 11/08/02 NP_198466.1  2e-30 (NM_123008) translation releasing factor RF-2; protein id: At5g36170.1, supported by cDNA: 115700., supported by"	---	---	---	---	---
Contig25158_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig25159_at	"BEST BLASTX NR: 11/06/02 NP_181124.2  3e-66 (NM_129139) putative mitochondrial carrier protein; protein id: At2g35800.1, supported by cDNA: gi_17380983, supported by"	---	---	---	---	---
Contig2515_at	BEST BLASTX NR: 10/13/02 P13443       e-112 GLYCERATE DEHYDROGENASE (NADH-DEPENDENT HYDROXYPYRUVATE REDUCTASE) (HPR) (GDH)	---	---	---	---	---
Contig25162_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig25165_at	"BEST BLASTX NR: 11/04/02 NP_189958.1  .027 (NM_114240) lipid-transfer protein-like protein; protein id: At3g43720.1, supported by cDNA: 8461., supported by"	---	---	---	---	---
Contig25169_at	BEST BLASTX NR: 11/06/02 BAB56037.1   2e-35 (AP003076) putative GDSL-motif lipase/hydrolase-like protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig2516_at	"BEST BLASTX NR: 11/06/02 NP_190437.1  1e-91 putative protein; protein id: At3g48680.1, supported by cDNA: gi_13430603, supported by cDNA: gi_15293166 [Arabidopsis"	---	---	---	---	---
Contig25175_at	BEST BLASTX NR: 10/31/02 BAB64773.1   3e-25 P0583G08.8 [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig25177_at	"BEST BLASTX NR: 11/07/02 P07369       6e-74 Chlorophyll A-B binding protein 3C, chloroplast precursor (LHCII type I CAB-3C) (LHCP)"	---	---	---	---	---
Contig25177_x_at	"BEST BLASTX NR: 11/07/02 P07369       6e-74 Chlorophyll A-B binding protein 3C, chloroplast precursor (LHCII type I CAB-3C) (LHCP)"	---	---	---	---	---
Contig25178_at	BEST BLASTX NR: 11/07/02 BAC03256.1   5e-09 (AP003265) hypothetical protein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig2517_s_at	BEST BLASTX NR: 11/06/02 P23951       e-136 26 kDa endochitinase 2 precursor (CHI-26) pir||A38664 chitinase (EC 3.2.1.14) precursor - barley	---	---	---	---	---
Contig25181_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig25183_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig2518_s_at	BEST BLASTX NR: 11/04/02 P11955       e-120 26 KD ENDOCHITINASE 1 PRECURSOR pir||T04403 probable chitinase (EC 3.2.1.14) precursor - barley	---	---	---	---	---
Contig25193_at	BEST BLASTX NR: 10/13/02 BAB02421.1   7e-62 selenium-binding protein-like [Arabidopsis thaliana]	---	---	---	---	---
Contig25195_at	BEST BLASTX NR: 11/07/02 T04484       3e-53 probable chitinase (EC 3.2.1.14) - barley gb|AAA56787.1| chitinase	---	---	---	---	---
Contig25198_at	"BEST BLASTX NR: 10/26/02 P23618       1e-78 Thiazole biosynthetic enzyme, mitochondrial precursor (Stress-inducible protein sti35)"	---	---	---	---	---
Contig2519_x_at	BEST BLASTX NR: 11/08/02 P23951       e-114 26 kDa endochitinase 2 precursor (CHI-26) pir||A38664 chitinase (EC 3.2.1.14) precursor - barley	---	---	---	---	---
Contig251_at	BEST BLASTX NR: 11/04/02 O82702       2e-23 Vacuolar ATP synthase subunit G 1 (V-ATPase G subunit 1) (Vacuolar proton pump G subunit 1)	---	---	---	---	---
Contig25200_at	"BEST BLASTX NR: 11/04/02 NP_192095.2  9e-07 (NM_116416) hypothetical protein; protein id: At4g01860.1, supported by cDNA: gi_19699002 [Arabidopsis thaliana]"	---	---	---	---	---
Contig25201_at	BEST BLASTX NR: 10/26/02 CAD41324.1   e-110 (AL662946) oj991113_30.6 [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig25202_at	BEST BLASTX NR: 11/08/02 AAK38080.1   8e-32 putative cytochrome P450 [Lolium rigidum]	---	---	---	---	---
Contig25203_at	BEST BLASTX NR: 11/07/02 AAG50684.1   1e-20 (AC079829) hypothetical protein [Arabidopsis thaliana]	---	---	---	---	---
Contig25212_at	"BEST BLASTX NR: 11/06/02 NP_197730.1  9e-31 (NM_122245) putative protein; protein id: At5g23390.1, supported by cDNA: gi_19699052 [Arabidopsis thaliana]"	---	---	---	---	---
Contig25213_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig25214_at	BEST BLASTX NR: 11/06/02 NP_193292.1  4e-07 (NM_117648) SEN1 like protein; protein id: At4g15570.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig25215_at	"BEST BLASTX NR: 10/02/02 NP_198313.1  5e-09 chloride channel-like (CLC) protein, putative; protein id: At5g33280.1 [Arabidopsis thaliana]"	---	---	---	---	---
Contig25218_at	"BEST BLASTX NR: 11/08/02 NP_567979.1  7e-39 putative protein; protein id: At4g35220.1, supported by cDNA: 1368., supported by cDNA: gi_13937203, supported by"	---	---	---	---	---
Contig2521_s_at	"BEST BLASTX NR: 10/13/02 NP_172256.1  8e-24 ribosomal protein S15; protein id: At1g07770.1, supported by cDNA: 5724., supported by cDNA: gi_12083301, supported by"	---	---	---	---	---
Contig25221_at	BEST BLASTX NR: 10/27/02 NP_189146.1  7e-25 (NM_113414) Cdc45-like protein; protein id: At3g25100.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig25222_at	"BEST BLASTX NR: 01/29/03 1NDD         2e-26 Chain B, Structure Of Nedd8 pdb|1NDD|A Chain A, Structure Of Nedd8"	---	---	---	---	---
Contig25223_at	BEST BLASTX NR: 10/13/02 AAF55402.1   .16 (AE003716) CG4090-PA [Drosophila melanogaster]	---	---	---	---	---
Contig25227_at	BEST BLASTX NR: 11/08/02 AAM12337.1   6e-11 (AC091680) putative polyprotein [Oryza sativa (japonica cultivar-group)]	---	---	---	---	---
Contig25228_at	BEST BLASTX NR: 11/08/02 NP_199841.1  4e-23 (NM_124409) transmembrane transport protein-like; protein id: At5g50300.1 [Arabidopsis thaliana]	---	---	---	---	---
Contig25229_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig2522_at	"BEST BLASTX NR: 11/08/02 NP_172256.1  6e-69 ribosomal protein S15; protein id: At1g07770.1, supported by cDNA: 5724., supported by cDNA: gi_12083301, supported by"	---	---	---	---	---
Contig25232_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig25238_at	BEST BLASTX NR: 11/07/02 BAA77823.1   2e-93 (AB007629) homeobox gene [Oryza sativa (japonica cultivar-group)]	knotted 6	kn6	"0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0045449 // regulation of transcription // inferred from electronic annotation"	0005634 // nucleus // inferred from electronic annotation	0003677 // DNA binding // inferred from electronic annotation /// 0003700 // transcription factor activity // inferred from electronic annotation /// 0043565 // sequence-specific DNA binding // inferred from electronic annotation
Contig25239_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig2523_at	"BEST BLASTX NR: 10/13/02 NP_172256.1  6e-69 ribosomal protein S15; protein id: At1g07770.1, supported by cDNA: 5724., supported by cDNA: gi_12083301, supported by"	---	---	---	---	---
Contig25242_at	BEST BLASTX NR: 11/08/02 P37834       1e-27 Peroxidase precursor pir||T03928 probable peroxidase (EC 1.11.1.7) - rice	---	---	---	---	---
Contig25244_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig25245_at	"BEST BLASTX NR: 10/02/02 NP_200638.1  8e-45 (NM_125215) leucine-rich repeat transmembrane protein kinase, putative; protein id: At5g58300.1, supported by cDNA:"	---	---	---	---	---
Contig25246_at	BEST BLASTX NR: <none>	---	---	---	---	---
Contig2524_s_at	BEST BLASTX NR: 11/06/02 AAL70106.1   1e-53 (AF467539) putative aldehyde dehydrogenase BIS1 [Hordeum vulgare]	delta-1-pyrroline-5-carboxylate dehydrogenase	P5CDH	0008152 // metabolic process // inferred from electronic annotation	---	0016491 // oxidoreductase activity // inferred from electronic annotation
Contig25250_at	BEST BLASTX NR: 10/13/02 NP_173720.1  2e-18 (NM_102155) hypothetical protein; protein id: At1g23070.1 [Arabidopsis thaliana]	---	---	---	---	---
